TimeID,ShopID,UserID,ProductID,TotalIncome,TotalProductOrdered
589,SH00732,SU00473,PR00701,291410,7
589,SH00732,SU00473,PR00750,2946820,10
589,SH00732,SU00473,PR00766,12568647,39
589,SH00732,SU00473,PR00833,1019040,16
589,SH00732,SU00473,PR00913,3975588,36
589,SH00732,SU00473,PR00914,673953,21
72,SH00082,SU00396,PR00002,14260760,40
72,SH00082,SU00396,PR00027,22288385,49
72,SH00082,SU00396,PR00044,16042016,37
72,SH00082,SU00396,PR00228,583474,2
72,SH00082,SU00396,PR00281,8537300,20
72,SH00082,SU00396,PR00303,10159200,48
72,SH00082,SU00396,PR00340,6574920,33
72,SH00082,SU00396,PR00346,259296,24
72,SH00082,SU00396,PR00380,2931992,28
72,SH00082,SU00396,PR00515,1787950,25
72,SH00082,SU00396,PR00732,4540396,14
72,SH00082,SU00396,PR00734,12652029,39
72,SH00082,SU00396,PR00753,13557654,33
72,SH00082,SU00396,PR00900,5273280,40
72,SH00082,SU00396,PR00948,1909453,13
208,SH00390,SU00746,PR00194,11479000,50
208,SH00390,SU00746,PR00225,16716336,39
208,SH00390,SU00746,PR00245,7236768,16
208,SH00390,SU00746,PR00250,1141349,43
208,SH00390,SU00746,PR00419,2113380,5
208,SH00390,SU00746,PR00512,7076063,17
208,SH00390,SU00746,PR00527,580482,2
208,SH00390,SU00746,PR00573,6907725,33
208,SH00390,SU00746,PR00711,2228562,42
208,SH00390,SU00746,PR00733,3796144,16
208,SH00390,SU00746,PR00823,3061328,8
208,SH00390,SU00746,PR00873,574386,6
208,SH00390,SU00746,PR00913,5300784,48
208,SH00390,SU00746,PR00940,5462569,37
58,SH00543,SU00327,PR00011,7145775,45
58,SH00543,SU00327,PR00095,18908799,39
58,SH00543,SU00327,PR00115,12233844,42
58,SH00543,SU00327,PR00148,2413180,28
58,SH00543,SU00327,PR00265,4068792,23
58,SH00543,SU00327,PR00373,7948836,21
58,SH00543,SU00327,PR00513,8062327,19
58,SH00543,SU00327,PR00597,315924,4
58,SH00543,SU00327,PR00745,1988325,25
58,SH00543,SU00327,PR00823,18750634,49
58,SH00543,SU00327,PR00830,6232520,28
576,SH00821,SU00821,PR00051,5835438,14
576,SH00821,SU00821,PR00085,5305692,28
576,SH00821,SU00821,PR00124,404670,2
576,SH00821,SU00821,PR00126,6589314,38
576,SH00821,SU00821,PR00244,7091316,18
576,SH00821,SU00821,PR00257,9296096,32
576,SH00821,SU00821,PR00285,9848216,28
576,SH00821,SU00821,PR00298,19919360,40
576,SH00821,SU00821,PR00337,9832982,43
576,SH00821,SU00821,PR00341,17601990,42
576,SH00821,SU00821,PR00349,20996148,46
576,SH00821,SU00821,PR00357,8888418,33
576,SH00821,SU00821,PR00474,5526160,20
576,SH00821,SU00821,PR00533,835898,7
576,SH00821,SU00821,PR00567,19818675,45
576,SH00821,SU00821,PR00583,815537,19
576,SH00821,SU00821,PR00692,996963,3
576,SH00821,SU00821,PR00844,302887,1
576,SH00821,SU00821,PR00942,791532,14
270,SH00894,SU00631,PR00021,6277760,40
270,SH00894,SU00631,PR00110,2400680,5
270,SH00894,SU00631,PR00141,7310670,15
270,SH00894,SU00631,PR00326,13163719,43
270,SH00894,SU00631,PR00386,820903,29
270,SH00894,SU00631,PR00441,15435576,46
270,SH00894,SU00631,PR00452,1666116,36
270,SH00894,SU00631,PR00519,16355988,44
270,SH00894,SU00631,PR00589,20642076,42
270,SH00894,SU00631,PR00720,9757461,21
270,SH00894,SU00631,PR00753,2465028,6
270,SH00894,SU00631,PR00832,10234623,21
270,SH00894,SU00631,PR00841,6264889,19
270,SH00894,SU00631,PR00853,1050532,28
270,SH00894,SU00631,PR00952,15299895,31
270,SH00894,SU00631,PR00996,10225593,23
713,SH00735,SU00724,PR00063,4296750,34
713,SH00735,SU00724,PR00171,3824244,36
713,SH00735,SU00724,PR00213,7914522,21
713,SH00735,SU00724,PR00341,14249230,34
713,SH00735,SU00724,PR00350,282489,3
713,SH00735,SU00724,PR00357,13467300,50
713,SH00735,SU00724,PR00371,5122360,20
713,SH00735,SU00724,PR00391,2756389,41
713,SH00735,SU00724,PR00508,961942,41
713,SH00735,SU00724,PR00547,485546,1
713,SH00735,SU00724,PR00690,1321767,3
713,SH00735,SU00724,PR00703,1901636,4
713,SH00735,SU00724,PR00719,1039830,6
713,SH00735,SU00724,PR00733,3796144,16
713,SH00735,SU00724,PR00853,150076,4
713,SH00735,SU00724,PR00939,145340,4
268,SH00066,SU00314,PR00002,16399874,46
268,SH00066,SU00314,PR00043,2887920,48
268,SH00066,SU00314,PR00088,10629341,29
268,SH00066,SU00314,PR00103,11889358,34
268,SH00066,SU00314,PR00105,10202144,32
268,SH00066,SU00314,PR00251,3727368,12
268,SH00066,SU00314,PR00330,13463240,35
268,SH00066,SU00314,PR00452,1480992,32
268,SH00066,SU00314,PR00738,6940005,15
268,SH00066,SU00314,PR00922,11175680,32
268,SH00066,SU00314,PR00943,4857019,17
268,SH00066,SU00314,PR00955,812770,10
287,SH00031,SU00985,PR00109,6250800,50
287,SH00031,SU00985,PR00165,739698,6
287,SH00031,SU00985,PR00208,7913880,20
287,SH00031,SU00985,PR00303,8466000,40
287,SH00031,SU00985,PR00378,9910746,23
287,SH00031,SU00985,PR00386,1160587,41
287,SH00031,SU00985,PR00429,3260530,13
287,SH00031,SU00985,PR00563,9338899,19
287,SH00031,SU00985,PR00595,1721745,5
287,SH00031,SU00985,PR00608,6930784,16
287,SH00031,SU00985,PR00627,18766560,40
287,SH00031,SU00985,PR00647,4092585,15
287,SH00031,SU00985,PR00683,4756080,10
287,SH00031,SU00985,PR00698,15744120,40
287,SH00031,SU00985,PR00743,6210204,14
287,SH00031,SU00985,PR00814,9193977,39
287,SH00031,SU00985,PR00832,13158801,27
287,SH00031,SU00985,PR00878,6395403,23
537,SH00667,SU00400,PR00051,12921327,31
537,SH00667,SU00400,PR00077,4663920,30
537,SH00667,SU00400,PR00103,6294366,18
537,SH00667,SU00400,PR00147,16661700,44
537,SH00667,SU00400,PR00159,11429088,32
537,SH00667,SU00400,PR00478,527976,2
537,SH00667,SU00400,PR00554,6145104,28
537,SH00667,SU00400,PR00787,9812682,22
537,SH00667,SU00400,PR00802,2569230,45
537,SH00667,SU00400,PR00849,849408,42
537,SH00667,SU00400,PR00939,763035,21
537,SH00667,SU00400,PR00954,10035564,22
406,SH00874,SU00097,PR00142,15132308,47
406,SH00874,SU00097,PR00164,1304079,7
406,SH00874,SU00097,PR00283,2172632,7
406,SH00874,SU00097,PR00288,989618,14
406,SH00874,SU00097,PR00368,4859228,22
406,SH00874,SU00097,PR00376,1499238,6
406,SH00874,SU00097,PR00392,4396239,9
406,SH00874,SU00097,PR00439,5814180,20
406,SH00874,SU00097,PR00470,2712786,6
406,SH00874,SU00097,PR00477,8392332,39
406,SH00874,SU00097,PR00511,11836920,24
406,SH00874,SU00097,PR00525,451015,5
406,SH00874,SU00097,PR00559,11412768,38
406,SH00874,SU00097,PR00569,4112186,13
406,SH00874,SU00097,PR00734,15571728,48
406,SH00874,SU00097,PR00737,8778566,47
406,SH00874,SU00097,PR00792,914342,13
406,SH00874,SU00097,PR00847,6255117,27
406,SH00874,SU00097,PR00876,20823464,46
406,SH00874,SU00097,PR00901,174230,7
406,SH00874,SU00097,PR00939,472355,13
801,SH00457,SU00304,PR00008,431667,1
801,SH00457,SU00304,PR00010,11864502,26
801,SH00457,SU00304,PR00011,3017105,19
801,SH00457,SU00304,PR00114,1932606,9
801,SH00457,SU00304,PR00150,10589975,25
801,SH00457,SU00304,PR00209,16752338,38
801,SH00457,SU00304,PR00326,8571724,28
801,SH00457,SU00304,PR00390,2432286,6
801,SH00457,SU00304,PR00466,16040570,35
801,SH00457,SU00304,PR00555,6921648,24
801,SH00457,SU00304,PR00558,10224200,40
801,SH00457,SU00304,PR00573,9210300,44
801,SH00457,SU00304,PR00592,2872009,41
801,SH00457,SU00304,PR00601,1465802,26
801,SH00457,SU00304,PR00653,450012,1
801,SH00457,SU00304,PR00676,7063576,26
801,SH00457,SU00304,PR00860,4170028,47
801,SH00457,SU00304,PR00883,1351566,18
801,SH00457,SU00304,PR00915,23620940,49
801,SH00457,SU00304,PR00949,24468738,49
77,SH00190,SU00195,PR00053,17265744,36
77,SH00190,SU00195,PR00182,5039097,21
77,SH00190,SU00195,PR00306,566460,6
77,SH00190,SU00195,PR00331,6525314,17
77,SH00190,SU00195,PR00337,8003590,35
77,SH00190,SU00195,PR00513,2970331,7
77,SH00190,SU00195,PR00572,5027529,39
77,SH00190,SU00195,PR00738,21282682,46
77,SH00190,SU00195,PR00834,4517546,22
77,SH00190,SU00195,PR00938,14182692,37
580,SH00704,SU00470,PR00016,332660,10
580,SH00704,SU00470,PR00074,3393558,23
580,SH00704,SU00470,PR00128,1815671,11
580,SH00704,SU00470,PR00300,5034312,24
580,SH00704,SU00470,PR00316,14346684,44
580,SH00704,SU00470,PR00364,14509408,41
580,SH00704,SU00470,PR00503,11036760,42
580,SH00704,SU00470,PR00548,2024757,27
580,SH00704,SU00470,PR00580,293465,1
580,SH00704,SU00470,PR00581,19587113,49
580,SH00704,SU00470,PR00769,13413532,44
580,SH00704,SU00470,PR00807,24074500,50
580,SH00704,SU00470,PR00834,1848087,9
580,SH00704,SU00470,PR00914,1187441,37
124,SH00301,SU00985,PR00039,9668010,30
124,SH00301,SU00985,PR00121,1076300,47
124,SH00301,SU00985,PR00123,3364160,20
124,SH00301,SU00985,PR00174,5217280,20
124,SH00301,SU00985,PR00185,2900575,25
124,SH00301,SU00985,PR00444,2646909,9
124,SH00301,SU00985,PR00454,16842967,47
124,SH00301,SU00985,PR00513,14002989,33
124,SH00301,SU00985,PR00545,1497216,8
124,SH00301,SU00985,PR00601,169131,3
124,SH00301,SU00985,PR00607,10340453,31
124,SH00301,SU00985,PR00706,11731944,28
124,SH00301,SU00985,PR00738,7865339,17
124,SH00301,SU00985,PR00745,3101787,39
124,SH00301,SU00985,PR00771,2544122,23
124,SH00301,SU00985,PR00895,1612996,7
34,SH00590,SU00242,PR00040,4137810,15
34,SH00590,SU00242,PR00060,2925997,31
34,SH00590,SU00242,PR00077,932784,6
34,SH00590,SU00242,PR00115,9321024,32
34,SH00590,SU00242,PR00163,4736450,25
34,SH00590,SU00242,PR00184,2553792,47
34,SH00590,SU00242,PR00186,4648640,20
34,SH00590,SU00242,PR00368,10601952,48
34,SH00590,SU00242,PR00473,4559385,15
34,SH00590,SU00242,PR00511,16275765,33
34,SH00590,SU00242,PR00513,10183992,24
34,SH00590,SU00242,PR00517,17662850,46
34,SH00590,SU00242,PR00568,105870,2
34,SH00590,SU00242,PR00648,1921805,5
34,SH00590,SU00242,PR00696,13807250,50
34,SH00590,SU00242,PR00719,5545760,32
34,SH00590,SU00242,PR00781,12624909,33
34,SH00590,SU00242,PR00865,1677025,7
34,SH00590,SU00242,PR00894,552000,32
34,SH00590,SU00242,PR00900,4614120,35
34,SH00590,SU00242,PR00914,288837,9
34,SH00590,SU00242,PR00951,6066216,24
34,SH00590,SU00242,PR00998,732580,4
652,SH00765,SU00748,PR00015,3231008,11
652,SH00765,SU00748,PR00066,1086480,45
652,SH00765,SU00748,PR00092,19227552,48
652,SH00765,SU00748,PR00116,558278,7
652,SH00765,SU00748,PR00124,6879390,34
652,SH00765,SU00748,PR00227,4545432,12
652,SH00765,SU00748,PR00345,3082325,25
652,SH00765,SU00748,PR00360,12906030,30
652,SH00765,SU00748,PR00422,7955338,38
652,SH00765,SU00748,PR00460,6332429,23
652,SH00765,SU00748,PR00467,14849792,38
652,SH00765,SU00748,PR00482,3342017,31
652,SH00765,SU00748,PR00501,414357,3
652,SH00765,SU00748,PR00517,9599375,25
652,SH00765,SU00748,PR00556,16547969,41
652,SH00765,SU00748,PR00575,491586,1
652,SH00765,SU00748,PR00661,7672350,30
652,SH00765,SU00748,PR00746,17640648,36
652,SH00765,SU00748,PR00771,4645788,42
652,SH00765,SU00748,PR00783,14736128,44
652,SH00765,SU00748,PR00788,2777375,17
652,SH00765,SU00748,PR00895,8295408,36
652,SH00765,SU00748,PR00908,1961656,8
91,SH00457,SU00256,PR00057,9050125,25
91,SH00457,SU00256,PR00080,218722,14
91,SH00457,SU00256,PR00151,1488307,23
91,SH00457,SU00256,PR00186,8135120,35
91,SH00457,SU00256,PR00210,2757062,7
91,SH00457,SU00256,PR00237,1743820,19
91,SH00457,SU00256,PR00336,15108611,49
91,SH00457,SU00256,PR00351,14241960,45
91,SH00457,SU00256,PR00396,3831400,8
91,SH00457,SU00256,PR00556,15740751,39
91,SH00457,SU00256,PR00599,16300518,38
91,SH00457,SU00256,PR00606,293072,1
91,SH00457,SU00256,PR00656,4990392,18
91,SH00457,SU00256,PR00672,42017,1
91,SH00457,SU00256,PR00746,4900180,10
91,SH00457,SU00256,PR00798,7658553,49
91,SH00457,SU00256,PR00815,3112120,8
91,SH00457,SU00256,PR00879,7294980,20
91,SH00457,SU00256,PR00895,3225992,14
91,SH00457,SU00256,PR00900,790992,6
91,SH00457,SU00256,PR00972,5943308,14
91,SH00457,SU00256,PR00973,4353220,10
514,SH00249,SU00909,PR00003,140055,1
514,SH00249,SU00909,PR00025,499560,4
514,SH00249,SU00909,PR00058,17809334,41
514,SH00249,SU00909,PR00103,14337167,41
514,SH00249,SU00909,PR00304,534495,3
514,SH00249,SU00909,PR00313,119840,2
514,SH00249,SU00909,PR00439,10756233,37
514,SH00249,SU00909,PR00474,2210464,8
514,SH00249,SU00909,PR00643,6774150,25
514,SH00249,SU00909,PR00687,13574176,32
514,SH00249,SU00909,PR00696,13254960,48
514,SH00249,SU00909,PR00798,7345959,47
514,SH00249,SU00909,PR00849,323584,16
514,SH00249,SU00909,PR00992,3467616,41
875,SH00550,SU00651,PR00045,1781965,5
875,SH00550,SU00651,PR00129,2649810,15
875,SH00550,SU00651,PR00135,4808104,14
875,SH00550,SU00651,PR00241,553428,3
875,SH00550,SU00651,PR00284,3242350,25
875,SH00550,SU00651,PR00326,13775985,45
875,SH00550,SU00651,PR00343,8515140,30
875,SH00550,SU00651,PR00367,5911389,29
875,SH00550,SU00651,PR00405,475028,2
875,SH00550,SU00651,PR00506,17795550,50
875,SH00550,SU00651,PR00647,7093814,26
875,SH00550,SU00651,PR00765,4889317,23
875,SH00550,SU00651,PR00850,1781340,22
875,SH00550,SU00651,PR00863,6676740,15
737,SH00569,SU00378,PR00214,1517408,4
737,SH00569,SU00378,PR00242,22295931,49
737,SH00569,SU00378,PR00390,6891477,17
737,SH00569,SU00378,PR00615,9862309,31
737,SH00569,SU00378,PR00618,13085760,48
737,SH00569,SU00378,PR00651,7834896,48
737,SH00569,SU00378,PR00787,8474589,19
616,SH00660,SU00499,PR00008,18993348,44
616,SH00660,SU00499,PR00161,6269658,38
616,SH00660,SU00499,PR00169,1379280,4
616,SH00660,SU00499,PR00253,16846245,45
616,SH00660,SU00499,PR00258,410514,3
616,SH00660,SU00499,PR00482,2479561,23
616,SH00660,SU00499,PR00553,11958942,46
616,SH00660,SU00499,PR00601,56377,1
616,SH00660,SU00499,PR00656,12198736,44
616,SH00660,SU00499,PR00831,1584100,5
616,SH00660,SU00499,PR00865,1677025,7
287,SH00220,SU00825,PR00082,5696075,25
287,SH00220,SU00825,PR00088,14661160,40
287,SH00220,SU00825,PR00104,13420362,46
287,SH00220,SU00825,PR00116,478524,6
287,SH00220,SU00825,PR00198,5393115,15
287,SH00220,SU00825,PR00201,3126621,19
287,SH00220,SU00825,PR00348,5051644,19
287,SH00220,SU00825,PR00432,494663,1
287,SH00220,SU00825,PR00714,2117437,7
287,SH00220,SU00825,PR00821,4193760,12
287,SH00220,SU00825,PR00913,883464,8
287,SH00220,SU00825,PR00918,1364613,3
287,SH00220,SU00825,PR00927,6723200,40
287,SH00220,SU00825,PR00949,17977032,36
287,SH00220,SU00825,PR00987,1052500,4
277,SH00124,SU00199,PR00052,1322624,32
277,SH00124,SU00199,PR00083,6084555,17
277,SH00124,SU00199,PR00155,15871002,37
277,SH00124,SU00199,PR00325,21256692,46
277,SH00124,SU00199,PR00384,8579109,33
277,SH00124,SU00199,PR00553,1559862,6
277,SH00124,SU00199,PR00674,8576673,21
277,SH00124,SU00199,PR00748,2661399,43
277,SH00124,SU00199,PR00795,16122630,34
277,SH00124,SU00199,PR00830,10906910,49
12,SH00265,SU00115,PR00085,1705401,9
12,SH00265,SU00115,PR00275,15920112,39
12,SH00265,SU00115,PR00293,20090928,48
12,SH00265,SU00115,PR00410,3677022,9
12,SH00265,SU00115,PR00419,19865772,47
12,SH00265,SU00115,PR00431,2466099,27
12,SH00265,SU00115,PR00474,6078776,22
12,SH00265,SU00115,PR00657,2212508,23
12,SH00265,SU00115,PR00660,18286720,40
12,SH00265,SU00115,PR00704,1810491,23
12,SH00265,SU00115,PR00782,301240,5
12,SH00265,SU00115,PR00789,243678,17
12,SH00265,SU00115,PR01000,11027760,30
201,SH00349,SU00934,PR00071,1430732,4
201,SH00349,SU00934,PR00091,1565496,4
201,SH00349,SU00934,PR00140,16494660,39
201,SH00349,SU00934,PR00151,2070688,32
201,SH00349,SU00934,PR00152,4454160,10
201,SH00349,SU00934,PR00227,10227222,27
201,SH00349,SU00934,PR00358,3545136,28
201,SH00349,SU00934,PR00424,711795,35
201,SH00349,SU00934,PR00432,6430619,13
201,SH00349,SU00934,PR00501,4005451,29
201,SH00349,SU00934,PR00503,11825100,45
201,SH00349,SU00934,PR00565,22238820,45
201,SH00349,SU00934,PR00570,524365,17
201,SH00349,SU00934,PR00743,17743440,40
201,SH00349,SU00934,PR00772,3228784,13
201,SH00349,SU00934,PR00831,3485020,11
201,SH00349,SU00934,PR00841,9562199,29
201,SH00349,SU00934,PR00853,1688355,45
201,SH00349,SU00934,PR00928,1440030,3
201,SH00349,SU00934,PR00952,9870900,20
227,SH00282,SU00973,PR00013,22866784,46
227,SH00282,SU00973,PR00025,2997360,24
227,SH00282,SU00973,PR00031,173598,3
227,SH00282,SU00973,PR00117,12293856,48
227,SH00282,SU00973,PR00163,4736450,25
227,SH00282,SU00973,PR00203,2145054,6
227,SH00282,SU00973,PR00400,11291264,34
227,SH00282,SU00973,PR00438,701100,5
227,SH00282,SU00973,PR00519,15612534,42
227,SH00282,SU00973,PR00620,1073634,3
227,SH00282,SU00973,PR00664,122188,4
227,SH00282,SU00973,PR00747,5000640,16
227,SH00282,SU00973,PR00784,284999,13
227,SH00282,SU00973,PR00790,1219098,6
496,SH00140,SU00623,PR00125,4750265,13
496,SH00140,SU00623,PR00129,3356426,19
496,SH00140,SU00623,PR00145,2305820,20
496,SH00140,SU00623,PR00330,18848536,49
496,SH00140,SU00623,PR00399,1246788,18
496,SH00140,SU00623,PR00440,5160990,30
496,SH00140,SU00623,PR00461,11821320,36
496,SH00140,SU00623,PR00567,18497430,42
496,SH00140,SU00623,PR00603,6471839,31
496,SH00140,SU00623,PR00622,2095002,26
496,SH00140,SU00623,PR00747,14376840,46
496,SH00140,SU00623,PR00838,1981788,6
496,SH00140,SU00623,PR00889,8463868,28
496,SH00140,SU00623,PR00980,9188817,33
463,SH00589,SU00087,PR00130,726674,19
463,SH00589,SU00087,PR00161,2804847,17
463,SH00589,SU00087,PR00195,2820096,6
463,SH00589,SU00087,PR00308,4203738,18
463,SH00589,SU00087,PR00439,11628360,40
463,SH00589,SU00087,PR00469,9325230,30
463,SH00589,SU00087,PR00497,4328083,41
463,SH00589,SU00087,PR00502,2189598,19
463,SH00589,SU00087,PR00508,727322,31
463,SH00589,SU00087,PR00814,11787150,50
463,SH00589,SU00087,PR00858,1109983,7
463,SH00589,SU00087,PR00868,6242076,18
463,SH00589,SU00087,PR00939,327015,9
463,SH00589,SU00087,PR00968,875840,2
160,SH00649,SU00395,PR00030,2238564,12
160,SH00649,SU00395,PR00034,2482040,40
160,SH00649,SU00395,PR00144,8995438,46
160,SH00649,SU00395,PR00250,265430,10
160,SH00649,SU00395,PR00276,7823214,18
160,SH00649,SU00395,PR00282,1401160,5
160,SH00649,SU00395,PR00527,11899881,41
160,SH00649,SU00395,PR00592,3152205,45
160,SH00649,SU00395,PR00618,4361920,16
160,SH00649,SU00395,PR00644,246704,17
160,SH00649,SU00395,PR00650,4686440,10
160,SH00649,SU00395,PR00762,5163950,22
160,SH00649,SU00395,PR00776,3953824,16
160,SH00649,SU00395,PR00844,11206819,37
160,SH00649,SU00395,PR00884,1222023,33
297,SH00248,SU00627,PR00009,843072,3
297,SH00248,SU00627,PR00066,579456,24
297,SH00248,SU00627,PR00094,6432635,37
297,SH00248,SU00627,PR00095,13090707,27
297,SH00248,SU00627,PR00110,19685576,41
297,SH00248,SU00627,PR00269,325980,10
297,SH00248,SU00627,PR00365,4407696,9
297,SH00248,SU00627,PR00387,15446244,44
297,SH00248,SU00627,PR00397,3091275,45
297,SH00248,SU00627,PR00476,3129360,16
297,SH00248,SU00627,PR00644,449872,31
297,SH00248,SU00627,PR00649,8731000,40
297,SH00248,SU00627,PR00842,8989246,49
297,SH00248,SU00627,PR00908,10543901,43
106,SH00118,SU00921,PR00019,21463794,43
106,SH00118,SU00921,PR00237,734240,8
106,SH00118,SU00921,PR00259,13606418,49
106,SH00118,SU00921,PR00275,11429824,28
106,SH00118,SU00921,PR00438,981540,7
106,SH00118,SU00921,PR00442,15015741,39
106,SH00118,SU00921,PR00471,11306088,27
106,SH00118,SU00921,PR00490,12279956,26
106,SH00118,SU00921,PR00505,2682648,18
106,SH00118,SU00921,PR00591,16417368,33
106,SH00118,SU00921,PR00608,2165870,5
106,SH00118,SU00921,PR00619,6571096,49
106,SH00118,SU00921,PR00641,870757,17
106,SH00118,SU00921,PR00675,6614328,14
106,SH00118,SU00921,PR00743,20848542,47
106,SH00118,SU00921,PR00750,11787280,40
106,SH00118,SU00921,PR00791,15639976,44
106,SH00118,SU00921,PR00812,16588896,48
106,SH00118,SU00921,PR00819,6847516,37
106,SH00118,SU00921,PR00825,3169012,7
106,SH00118,SU00921,PR00913,3312990,30
106,SH00118,SU00921,PR00922,11874160,34
106,SH00118,SU00921,PR00957,8957718,33
106,SH00118,SU00921,PR00968,2627520,6
106,SH00118,SU00921,PR00974,5022080,40
106,SH00118,SU00921,PR00976,10088976,24
230,SH00215,SU00733,PR00021,7376368,47
230,SH00215,SU00733,PR00028,5679696,22
230,SH00215,SU00733,PR00088,17959921,49
230,SH00215,SU00733,PR00123,4205200,25
