PurchaseID,ProductID,Quantity
PU00043,PR00771,36
PU00043,PR00787,8
PU00043,PR00796,44
PU00043,PR00838,34
PU00043,PR00846,42
PU00043,PR00878,28
PU00043,PR00879,10
PU00043,PR00881,31
PU00043,PR00937,20
PU00044,PR00021,36
PU00044,PR00045,5
PU00044,PR00123,26
PU00044,PR00184,19
PU00044,PR00185,21
PU00044,PR00231,15
PU00044,PR00260,30
PU00044,PR00287,3
PU00044,PR00510,42
PU00044,PR00576,22
PU00044,PR00725,42
PU00044,PR00763,34
PU00044,PR00816,44
PU00044,PR00857,47
PU00045,PR00039,33
PU00045,PR00055,33
PU00045,PR00081,15
PU00045,PR00100,38
PU00045,PR00163,27
PU00045,PR00207,37
PU00045,PR00285,50
PU00045,PR00345,41
PU00045,PR00351,33
PU00045,PR00418,41
PU00045,PR00511,4
PU00045,PR00512,29
PU00045,PR00613,20
PU00045,PR00661,28
PU00045,PR00719,17
PU00045,PR00722,42
PU00045,PR00739,44
PU00045,PR00827,36
PU00045,PR00848,42
PU00045,PR00956,20
PU00046,PR00016,44
PU00046,PR00022,1
PU00046,PR00068,17
PU00046,PR00109,43
PU00046,PR00150,36
PU00046,PR00151,7
PU00046,PR00170,24
PU00046,PR00358,39
PU00046,PR00687,43
PU00046,PR00715,12
PU00046,PR00812,21
PU00046,PR00856,26
PU00046,PR00878,43
PU00046,PR00934,35
PU00046,PR00945,49
PU00047,PR00156,8
PU00047,PR00191,8
PU00047,PR00231,50
PU00047,PR00262,12
PU00047,PR00266,19
PU00047,PR00286,14
PU00047,PR00337,6
PU00047,PR00353,49
PU00047,PR00363,41
PU00047,PR00387,21
PU00047,PR00462,33
PU00047,PR00465,31
PU00047,PR00477,6
PU00047,PR00623,14
PU00047,PR00733,11
PU00047,PR00738,42
PU00047,PR00769,13
PU00047,PR00799,33
PU00047,PR00837,50
PU00048,PR00001,23
PU00048,PR00006,11
PU00048,PR00106,10
PU00048,PR00301,32
PU00048,PR00353,49
PU00048,PR00360,33
PU00048,PR00377,39
PU00048,PR00528,1
PU00048,PR00563,10
PU00048,PR00634,7
PU00048,PR00730,50
PU00048,PR00766,42
PU00048,PR00938,21
PU00049,PR00041,33
PU00049,PR00119,1
PU00049,PR00171,28
PU00049,PR00350,21
PU00049,PR00420,29
PU00049,PR00425,46
PU00049,PR00486,49
PU00049,PR00510,9
PU00049,PR00566,45
PU00049,PR00695,15
PU00049,PR00716,50
PU00049,PR00772,6
PU00049,PR00909,47
PU00049,PR00923,47
PU00049,PR00947,2
PU00049,PR00991,25
PU00050,PR00052,48
PU00050,PR00053,18
PU00050,PR00069,4
PU00050,PR00190,8
PU00050,PR00237,17
PU00050,PR00314,40
PU00050,PR00586,44
PU00050,PR00595,38
PU00050,PR00698,8
PU00050,PR00789,5
PU00050,PR00851,2
PU00051,PR00033,22
PU00051,PR00462,1
PU00051,PR00492,40
PU00051,PR00501,14
PU00051,PR00569,29
PU00051,PR00625,35
PU00051,PR00653,39
PU00051,PR00722,10
PU00051,PR00731,46
PU00051,PR00758,14
PU00051,PR00930,45
PU00052,PR00127,50
PU00052,PR00195,23
PU00052,PR00229,38
PU00052,PR00287,19
PU00052,PR00495,24
PU00052,PR00644,33
PU00052,PR00653,34
PU00052,PR00802,10
PU00052,PR00840,20
PU00052,PR00847,48
PU00052,PR00856,43
PU00052,PR00871,44
PU00052,PR00873,38
PU00052,PR00935,48
PU00053,PR00154,46
PU00053,PR00231,27
PU00053,PR00259,44
PU00053,PR00303,41
PU00053,PR00337,20
PU00053,PR00408,14
PU00053,PR00417,24
PU00053,PR00474,32
PU00053,PR00493,31
PU00053,PR00576,15
PU00053,PR00602,49
PU00053,PR00629,28
PU00053,PR00704,37
PU00053,PR00711,28
PU00053,PR00785,20
PU00053,PR00869,23
PU00053,PR00912,6
PU00053,PR00925,15
PU00054,PR00089,28
PU00054,PR00152,40
PU00054,PR00263,14
PU00054,PR00312,30
PU00054,PR00362,3
PU00054,PR00371,5
PU00054,PR00415,4
PU00054,PR00435,21
PU00054,PR00463,7
PU00054,PR00480,8
PU00054,PR00487,1
PU00054,PR00697,46
PU00054,PR00896,23
PU00054,PR00944,46
PU00054,PR00966,18
PU00054,PR00997,8
PU00055,PR00024,35
PU00055,PR00048,24
PU00055,PR00173,6
PU00055,PR00278,29
PU00055,PR00330,18
PU00055,PR00374,17
PU00055,PR00380,44
PU00055,PR00497,27
PU00055,PR00543,24
PU00055,PR00557,41
PU00055,PR00583,41
PU00055,PR00616,8
PU00055,PR00654,30
PU00055,PR00711,24
PU00055,PR00858,33
PU00055,PR00965,3
PU00055,PR00982,5
PU00056,PR00040,16
PU00056,PR00063,4
PU00056,PR00147,44
PU00056,PR00187,35
PU00056,PR00244,24
PU00056,PR00284,44
PU00056,PR00308,44
PU00056,PR00594,25
PU00056,PR00600,36
PU00056,PR00603,24
PU00056,PR00621,4
PU00056,PR00661,28
PU00056,PR00699,35
PU00056,PR00719,6
PU00056,PR00757,27
PU00056,PR00776,12
PU00056,PR00887,37
PU00056,PR00968,44
PU00057,PR00093,48
PU00057,PR00135,50
PU00057,PR00181,18
PU00057,PR00299,31
PU00057,PR00345,2
PU00057,PR00401,34
PU00057,PR00414,26
PU00057,PR00455,33
PU00057,PR00527,29
PU00057,PR00613,46
PU00057,PR00754,22
PU00057,PR00967,31
PU00058,PR00006,15
PU00058,PR00216,27
PU00058,PR00238,31
PU00058,PR00255,37
PU00058,PR00284,14
PU00058,PR00334,11
PU00058,PR00408,43
PU00058,PR00580,6
PU00058,PR00785,26
PU00058,PR00894,29
PU00059,PR00153,21
PU00059,PR00188,22
PU00059,PR00194,23
PU00059,PR00303,13
PU00059,PR00455,21
PU00059,PR00471,32
PU00059,PR00547,28
PU00059,PR00578,27
PU00059,PR00642,5
PU00059,PR00647,38
PU00059,PR00729,46
PU00059,PR00835,36
PU00059,PR00939,10
PU00060,PR00016,11
PU00060,PR00084,9
PU00060,PR00088,5
PU00060,PR00096,33
PU00060,PR00221,21
PU00060,PR00289,26
PU00060,PR00342,30
PU00060,PR00357,21
PU00060,PR00374,16
PU00060,PR00388,48
PU00060,PR00501,31
PU00060,PR00524,49
PU00060,PR00586,8
PU00060,PR00597,16
PU00060,PR00601,4
PU00060,PR00628,32
PU00060,PR00641,7
PU00060,PR00665,21
PU00060,PR00780,39
PU00060,PR00832,32
PU00060,PR00872,27
PU00060,PR00893,39
PU00060,PR00910,43
PU00061,PR00006,1
PU00061,PR00068,50
PU00061,PR00082,30
PU00061,PR00092,20
PU00061,PR00123,9
PU00061,PR00233,45
PU00061,PR00285,47
PU00061,PR00409,22
PU00061,PR00608,41
PU00061,PR00627,16
PU00061,PR00720,24
PU00061,PR00841,30
PU00061,PR00935,41
PU00061,PR00961,5
PU00061,PR00980,24
PU00062,PR00158,47
PU00062,PR00262,45
PU00062,PR00292,43
PU00062,PR00323,2
PU00062,PR00408,2
PU00062,PR00441,47
PU00062,PR00512,14
PU00062,PR00547,42
PU00062,PR00552,45
PU00062,PR00574,37
PU00062,PR00612,1
PU00062,PR00625,30
PU00062,PR00737,23
PU00062,PR00740,44
PU00062,PR00788,50
PU00063,PR00051,21
PU00063,PR00126,19
PU00063,PR00132,45
PU00063,PR00179,30
PU00063,PR00259,36
PU00063,PR00282,29
PU00063,PR00326,47
PU00063,PR00351,48
PU00063,PR00455,30
PU00063,PR00469,38
PU00063,PR00684,33
PU00063,PR00700,50
PU00063,PR00701,26
PU00063,PR00721,37
PU00063,PR00740,46
PU00063,PR00780,13
PU00063,PR00815,27
PU00063,PR00865,37
PU00063,PR00869,16
PU00063,PR00885,21
PU00063,PR00993,4
PU00064,PR00018,50
PU00064,PR00058,30
PU00064,PR00114,20
PU00064,PR00128,37
PU00064,PR00156,5
PU00064,PR00326,3
PU00064,PR00327,41
PU00064,PR00457,14
PU00064,PR00490,49
PU00064,PR00494,47
PU00064,PR00529,10
PU00064,PR00536,2
PU00064,PR00564,49
PU00064,PR00566,44
PU00064,PR00637,44
PU00064,PR00669,29
PU00064,PR00710,27
PU00064,PR00722,48
PU00064,PR00791,34
PU00064,PR00878,27
PU00064,PR00928,8
PU00064,PR00957,13
PU00064,PR00960,44
PU00065,PR00001,9
PU00065,PR00071,28
PU00065,PR00197,39
PU00065,PR00249,32
PU00065,PR00305,28
PU00065,PR00353,26
PU00065,PR00425,48
PU00065,PR00436,33
PU00065,PR00564,11
PU00065,PR00727,15
PU00065,PR00873,26
PU00065,PR00962,42
PU00066,PR00030,2
PU00066,PR00036,3
PU00066,PR00037,46
PU00066,PR00078,27
PU00066,PR00126,50
PU00066,PR00203,3
PU00066,PR00218,25
PU00066,PR00221,46
PU00066,PR00322,45
PU00066,PR00469,32
PU00066,PR00520,50
PU00066,PR00544,18
PU00066,PR00570,24
PU00066,PR00712,14
PU00066,PR00908,28
PU00066,PR00946,26
PU00066,PR00948,7
PU00066,PR00959,21
PU00067,PR00003,21
PU00067,PR00030,36
PU00067,PR00036,7
PU00067,PR00127,17
PU00067,PR00142,5
PU00067,PR00195,37
PU00067,PR00227,40
PU00067,PR00255,17
PU00067,PR00257,44
PU00067,PR00335,28
PU00067,PR00353,16
PU00067,PR00373,8
PU00067,PR00441,47
PU00067,PR00551,7
PU00067,PR00710,40
PU00067,PR00760,43
PU00067,PR00896,22
PU00068,PR00059,48
PU00068,PR00075,28
PU00068,PR00093,14
PU00068,PR00105,6
PU00068,PR00156,35
PU00068,PR00203,35
PU00068,PR00309,30
PU00068,PR00327,19
PU00068,PR00422,26
PU00068,PR00551,28
PU00068,PR00642,32
PU00068,PR00646,7
PU00068,PR00695,30
PU00068,PR00828,42
PU00068,PR00966,16
PU00069,PR00025,20
PU00069,PR00053,49
PU00069,PR00085,21
PU00069,PR00253,41
PU00069,PR00261,7
PU00069,PR00339,17
PU00069,PR00353,29
PU00069,PR00372,23
PU00069,PR00477,38
PU00069,PR00548,23
PU00069,PR00602,50
PU00069,PR00635,26
PU00069,PR00721,35
PU00069,PR00739,5
PU00069,PR00827,14
PU00069,PR00838,43
PU00069,PR00856,50
PU00069,PR00867,40
PU00069,PR00883,6
PU00069,PR00943,34
PU00070,PR00015,36
PU00070,PR00064,9
PU00070,PR00075,14
PU00070,PR00186,40
PU00070,PR00191,38
PU00070,PR00199,26
PU00070,PR00230,47
PU00070,PR00320,22
PU00070,PR00367,9
PU00070,PR00432,33
PU00070,PR00494,32
PU00070,PR00499,24
PU00070,PR00505,6
PU00070,PR00551,18
PU00070,PR00589,30
PU00070,PR00627,44
PU00070,PR00631,43
PU00070,PR00689,27
PU00070,PR00695,12
PU00070,PR00748,41
PU00070,PR00787,50
PU00070,PR00827,21
PU00070,PR00840,42
PU00070,PR00862,39
PU00071,PR00029,10
PU00071,PR00099,33
PU00071,PR00110,44
PU00071,PR00322,4
PU00071,PR00487,20
PU00071,PR00516,25
PU00071,PR00518,43
PU00071,PR00535,28
PU00071,PR00576,3
PU00071,PR00675,17
PU00071,PR00703,28
PU00071,PR00956,7
PU00072,PR00140,22
PU00072,PR00212,24
PU00072,PR00241,13
PU00072,PR00295,21
PU00072,PR00313,5
PU00072,PR00315,30
PU00072,PR00383,41
PU00072,PR00407,34
PU00072,PR00479,10
PU00072,PR00480,13
PU00072,PR00502,22
PU00072,PR00783,40
PU00072,PR00980,48
PU00072,PR00995,21
PU00073,PR00062,36
PU00073,PR00072,49
PU00073,PR00128,44
PU00073,PR00373,4
PU00073,PR00388,14
PU00073,PR00487,26
PU00073,PR00491,7
PU00073,PR00493,15
PU00073,PR00687,1
PU00073,PR00691,37
